,store,sido,gungu,store_address
460,만수역,인천,동구,인천 남동구 만수동 886-35
461,서창,인천,동구,인천 남동구 서창동 706
462,소래포구,인천,동구,인천 남동구 논현동 671-3
463,송현(인천),인천,동구,인천 동구 송림동 234-1
464,갈산삼산지구,인천,부평구,인천 부평구 갈산동 55-8
465,부개3동,인천,부평구,인천 부평구 부개동 12-176
466,부평1호,인천,부평구,인천 부평구 부평동 451-30
467,부평2호,인천,부평구,인천 부평구 부평동 889-8
468,부평역,인천,부평구,인천 부평구 부평동 192-14
469,산곡1호,인천,부평구,인천 부평구 산곡동 369-270
470,산곡2호,인천,부평구,인천 부평구 청천동 259-15
471,산곡3호,인천,부평구,인천 부평구 산곡2동 251-1
472,삼산(부평),인천,부평구,인천 부평구 삼산동 433-1
473,십정1호,인천,부평구,인천 부평구 십정동 440-11
474,청천,인천,부평구,인천 부평구 청천동 14-8
475,가정루원시티,인천,서구,인천 서구 가정동 614-14
476,가좌,인천,서구,인천 서구 가좌동 30-78
477,검단1호,인천,서구,인천 서구 검단로 왕길동 637-1
478,검단신도시1호,인천,서구,인천 서구 이음5로 34
479,검암,인천,서구,인천 서구 검암동 626-2번지 태건프라자 105호
480,당하,인천,서구,인천 서구 마전동 585
481,불로원당,인천,서구,인천 서구 당하동 1033-3 조이빌 103
482,석남가정,인천,서구,인천 서구 가정동 505-4
483,연희1호(인천),인천,서구,인천 서구 심곡동 257-15
484,청라호수공원,인천,서구,인천 서구 청라동 152-15
485,동춘,인천,연수구,인천 연수구 동춘동 934-1
486,선학연수3호,인천,연수구,인천 연수구 선학동 406-2
487,송도1호,인천,연수구,인천 연수구 송도동 21-59  302동 102호
488,송도8공구,인천,연수구,인천 연수구 송도동 316
489,송도드림시티,인천,연수구,인천 연수구 송도동 3-2
490,송도캠퍼스타운,인천,연수구,인천 연수구 송도동 155(송도아메리칸타운파크)
491,연수중앙,인천,연수구,인천 연수구 연수동 626
492,옥련,인천,연수구,인천 연수구 옥련동 194-4
493,공항신도시,인천,중구,인천 중구 운서동 2801-3
494,영종하늘도시,인천,중구,인천 중구 중산동 1884-4
495,운서,인천,중구,인천 중구 운서동 2913-3
496,선운지구,광주,광산구,광주 광산구 선암동 777
497,소촌우산,광주,광산구,광주 광산구 소촌동 244-6
498,송정1호,광주,광산구,광주 광산구 도산동 1143
499,수완1호,광주,광산구,광주 광산구 장덕동 1479번지 1층
500,수완2호,광주,광산구,광주 광산구 수완동 1126
501,신가,광주,광산구,광주 광산구 신가동 974-6
502,신창,광주,광산구,광주 광산구 신창동 1236-1
503,운남1호,광주,광산구,광주 광산구 월곡2동 683-1
504,첨단1호,광주,광산구,광주 광산구 산월동 884-2
505,첨단2호,광주,광산구,광주 광산구 쌍암동 655-4번지
506,첨단중앙,광주,광산구,광주 광산구 월계동 887-3
507,하남1호,광주,광산구,광주 광산구 산정동 977-13
508,하남2지구,광주,광산구,광주 광산구 산정동 1039
509,노대효천,광주,남구,광주 남구 노대동 819
510,백운,광주,남구,광주 남구 서동 71-15
511,봉선1호,광주,남구,광주 남구 주월1동 1253-4
512,봉선2호,광주,남구,광주 남구 봉선동 164-1
513,주월,광주,남구,광주 남구 월산동 1034-17
514,진월,광주,남구,광주 남구 진월동 426-1
515,계림,광주,동구,광주 동구 대인동 319-6
516,조선대,광주,동구,광주 동구 지산동 500번지
517,학동,광주,동구,광주 동구 학동 735-16
518,두암1호,광주,북구,광주 북구 두암2동 826-50
519,매곡,광주,북구,광주 북구 매곡동 334-5
520,문흥1호,광주,북구,광주 북구 문흥동 980-15
521,양산1호,광주,북구,광주 북구 양산동 877-1 1층
522,연제,광주,북구,광주 북구 연제동 41-3
523,오치,광주,북구,광주 북구 오치동 785-4
524,운암1호,광주,북구,광주 북구 운암3동 1051-5
525,운암2호(광주),광주,북구,광주 북구 운암동 운암동 130-1
526,일곡1호,광주,북구,광주 북구 일곡동 834-11
527,전남대,광주,북구,광주 북구 용봉동 157-20
528,첨단신용,광주,북구,광주 북구 신용동 693
529,금호,광주,서구,광주 서구 쌍촌동 881번지
530,농성1호,광주,서구,광주 서구 화정동 178-128
531,동천(광주),광주,서구,광주 서구 동천동 598
532,마재,광주,서구,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호"
533,상무1호,광주,서구,광주 서구 치평동 1258
534,쌍촌1호,광주,서구,광주 서구 쌍촌동 147
535,풍암1호,광주,서구,광주 서구 풍암동 1111-2
536,화정1호(광주),광주,서구,광주 서구 화정동 824-16
537,화정2호,광주,서구,"광주 서구 농성동 666-1 1층 113,114호"
538,법동,대전,대덕구,대전 대덕구 중리동 385-26
539,송촌1호,대전,대덕구,대전 대덕구 송촌동 454-4
540,신탄진,대전,대덕구,대전 대덕구 석봉동 309-1
541,한남대,대전,대덕구,대전 대덕구 한남로 오정동 223-260
542,가오천동,대전,동구,대전 동구 가오동 235-12
543,낭월,대전,동구,대전 동구 낭월동 370
544,비래,대전,동구,대전 동구 가양동 88-1 조일아파트상가 A동
545,용운,대전,동구,대전 동구 용운동 306-3
546,자양대동,대전,동구,대전 동구 대동 192-1
547,가장내동,대전,서구,대전 서구 가장동 50-45
548,갈마1호,대전,서구,대전 서구 갈마동 394-29
549,관저느리울,대전,서구,대전 서구 관저동 1354
550,도마1호,대전,서구,대전 서구 도마동 114-19
551,도안2지구,대전,서구,대전 서구 가수원동 1036
552,둔산1호,대전,서구,대전 서구 둔산2동 1093
553,둔산2호,대전,서구,대전 서구 둔산동 1851
554,만년,대전,서구,대전 서구 만년동 316
555,복수,대전,서구,대전 서구 복수동 622
556,월평1호,대전,서구,대전 서구 월평동 525
557,탄방,대전,서구,대전 서구 탄방동 1007
558,관저1호,대전,유성구,대전 유성구 원내동 829 외 1필지
559,관평,대전,유성구,대전 유성구 관평동 1056
560,노은1지구,대전,유성구,대전 유성구 노은동 553-9 스타돔 120호
561,노은2지구,대전,유성구,대전 유성구 지족동 985-2
562,도안1지구,대전,유성구,대전 유성구 상대동 469-9
563,송강,대전,유성구,대전 유성구 봉산동 198-13
564,신성,대전,유성구,대전 유성구 신성동 137-15
565,유성,대전,유성구,대전 유성구 봉명동 621-1
566,전민,대전,유성구,대전 유성구 문지동 635-8
567,한밭대,대전,유성구,대전 유성구 덕명동 592-6
568,대사부사,대전,중구,대전 중구 대사동 69-53
569,대흥,대전,중구,대전 중구 대흥동 204-3
570,문화1호,대전,중구,대전 중구 문화동 466-16
571,용두오류,대전,중구,대전 중구 오류동 153-27
572,중촌목동,대전,중구,대전 중구 중촌동 12-5
573,태평1호,대전,중구,대전 중구 유천동 326-13
574,공업탑,울산,남구,울산  남구 신정동 1224-9
575,달동,울산,남구,울산 남구 달동 135-2
576,무거1호,울산,남구,울산 남구 무거동 1484-2
577,삼산(울산),울산,남구,울산 남구 달동 1266-9
578,삼산2호,울산,남구,울산 남구 삼산동 203-15
579,수암,울산,남구,울산 남구 야음동 692-6
580,신정3동(구 신정3호점),울산,남구,울산 남구 신정3동 177-1
581,야음1호,울산,남구,울산 남구 야음동 715-3
582,야음2호,울산,남구,울산 남구 야음1동 455-8
583,옥동(울산),울산,남구,울산 남구 옥동 584-11
584,울대,울산,남구,울산 남구 무거동 623-6
585,남목서부,울산,동구,울산 동구 서부동 113-33
586,방어,울산,동구,울산 동구 방어동 1087-9
587,전하,울산,동구,울산 동구 전하2동 634-4
588,화정,울산,동구,울산 동구 일산동 581-36
589,강동산하,울산,북구,울산 북구 산하동 89
590,송정지구,울산,북구,울산 북구 송정동 407
591,양정염포,울산,북구,울산 북구 양정동 497-11
592,진장명촌,울산,북구,울산 북구 명촌동 692-3
593,호계1호(울산),울산,북구,울산 북구 호계동 286-15
594,호계2호,울산,북구,울산 북구 신천동 107-4
595,화봉,울산,북구,울산 북구 연암동 414-3
596,교동(울산),울산,울주군,울산 울주군 삼남면 교동리 1578-1
597,구영,울산,울주군,울산 울주군 범서읍 구영리 801-6
598,남창,울산,울주군,울산 울주군 온양읍 대안리 179-10
599,덕신,울산,울주군,울산 울주군 덕신리 1294-2
600,덕하,울산,울주군,울산 울주군 상남리 818-17
601,언양,울산,울주군,울산 울주군 언양읍 남부리 256-2
602,웅촌,울산,울주군,울산 울주군 청량면 삼정리 755-1 가동 216호
603,천상,울산,울주군,울산 울주군 범서읍 천상리 650-5
604,다운,울산,중구,울산 중구 다운동 536-1
605,반구1호,울산,중구,울산 중구 반구동 874-3
606,반구2호,울산,중구,울산 중구 반구동 99-17
607,복산,울산,중구,울산 중구 복산동 399-12
608,성안,울산,중구,울산 중구 성안동 804-10
609,약사병영,울산,중구,울산 중구 약사동 629-17
610,옥교,울산,중구,울산 중구 학산동 3-27
611,우정,울산,중구,울산 중구 우정동 436-41
612,우정혁신,울산,중구,울산 중구 유곡동 473-8
613,태화,울산,중구,울산 중구 태화동 117-2
614,한솔,세종,한솔동,세종 한솔동 927
615,도담,세종,도담동,세종 도담동 655 해피라움7동
616,세종아름,세종,아름동,세종  아름동 1363
617,보람,세종,보람동,세종시 보람동 628-4
618,고운,세종,고운동,세종 고운동 1718
619,조치원1호,세종,조치원읍,세종 조치원읍 죽림리 21-1 삼일아파트 상가 109호
620,다정,세종,다정동,세종특별자치시 다정동 363-10
621,가평,경기,가평군,경기 가평군 가평읍 대곡리 168-5
622,청평,경기,가평군,경기 가평군 청평면 청평리 452-5
623,현리,경기,가평군,경기 가평군 하면 현리 259-7
624,고양동,경기,고양시 덕양구,경기 고양시 덕양구 고양동 176-8 104호
625,삼송,경기,고양시 덕양구,경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호
626,원당,경기,고양시 덕양구,경기 고양시 덕양구 성사동 519-2
627,원흥,경기,고양시 덕양구,경기 고양시 덕양구 도내동 966
628,행신1호,경기,고양시 덕양구,경기 고양시 덕양구 행신동 995-2
629,행신역,경기,고양시 덕양구,경기 고양시 덕양구 행신동 708-3
630,향동지구,경기,고양시 덕양구,경기 고양시 덕양구 향동동 460-6
631,화정1호(고양),경기,고양시 덕양구,경기 고양시 덕양구 화정동 906-5 1층 102호
632,화정역,경기,고양시 덕양구,경기 고양시 덕양구 화정동 979-2
633,강선,경기,고양시 일산동구,경기 고양시 일산동구 정발산동 687-5
634,밤가시후곡,경기,고양시 일산동구,경기 고양시 일산동구 정발산동 1093
635,백마강촌,경기,고양시 일산동구,경기 고양시 일산동구 마두동 753-3
636,백송,경기,고양시 일산동구,경기 고양시 일산동구 백석동 1225 중앙프라자 103호
637,식사,경기,고양시 일산동구,경기 고양시 일산동구 식사동 1531
638,중산,경기,고양시 일산동구,경기 고양시 일산동구 중산동 1667-3
639,풍동,경기,고양시 일산동구,경기 고양시 일산동구 풍동 1273-5
640,호수,경기,고양시 일산동구,경기 고양시 일산동구 백석동 1414-15
641,구일산,경기,고양시 일산서구,경기 고양시 일산서구 일산동 967-6
642,대화,경기,고양시 일산서구,경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호)
643,주엽,경기,고양시 일산서구,경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호
644,킨텍스,경기,고양시 일산서구,경기 고양시 일산서구 대화동 2606
645,탄현,경기,고양시 일산서구,경기 고양시 일산서구 탄현동 1562-5
646,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호
647,과천역,경기,과천시,경기 과천시 부림동 49
648,광명1호,경기,광명시,경기 광명시 광명동 158-1015
649,광명역,경기,광명시,"경기 광명시 일직동 511-5번지 대호M스퀘어 102호, 103호"
650,소하1호,경기,광명시,경기 광명시 소하동 1240-1
651,소하2호,경기,광명시,경기 광명시 소하동 1342-1
652,철산1호,경기,광명시,경기 광명시 철산동 210-1
653,철산2호,경기,광명시,경기 광명시 철산동 92-1
654,철산역,경기,광명시,경기 광명시 철산동 429
655,하안1호,경기,광명시,"경기 광명시 하안동 35-5, 영보빌딩 102호"
656,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9
657,광주1호,경기,광주시,경기 광주시 경안동 154-1
658,신현,경기,광주시,경기 광주시 오포읍 신현리 371-4
659,양벌,경기,광주시,경기 광주시 오포읍 양벌리 290-3
660,초월,경기,광주시,경기 광주시 초월읍 경충대로 1255
661,태전(경기광주),경기,광주시,경기 광주시 태전동 261-14
662,회덕,경기,광주시,경기 광주시 목현동 1-2
663,갈매,경기,구리시,"경기 구리시 갈매동 608-1 101호, 102호"
664,수택,경기,구리시,경기 구리시 수택동 433-49
665,인창,경기,구리시,경기 구리시 인창동 344-7
666,토평,경기,구리시,경기 구리시 토평동 999-2
667,금정역,경기,군포시,경기 군포시 산본동 236-2
668,당동1호,경기,군포시,경기 군포시 당동 917-4 103호(중앙프라자)
669,부곡(군포),경기,군포시,경기 군포시 부곡동 1120-4
670,산본1호,경기,군포시,경기 군포시 산본동 1151
671,산본사거리,경기,군포시,경기 군포시 산본동 1060 산본타운 2층
672,산본역,경기,군포시,경기 군포시 산본동 1132-2
673,호계3호,경기,군포시,경기 군포시 당정동 2-3
674,구래,경기,김포시,경기 김포시 구래동 6883-1
675,북변,경기,김포시,경기 김포시 감정동 529-3
676,사우,경기,김포시,경기 김포시 사우동 998
677,양곡,경기,김포시,경기 김포시 양촌읍 양곡리 1302-2
678,운양,경기,김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층
679,장기1호,경기,김포시,경기 김포시 장기동 1911-4
680,통진1호,경기,김포시,경기 김포시 통진읍 서암리 758-79
681,풍무,경기,김포시,경기 김포시 풍무동 191-2
682,다산신도시1호,경기,남양주시,경기 남양주시 다산동 산3006-2
683,다산신도시2호,경기,남양주시,경기 남양주시 다산동 6030-2
684,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91
685,도농1호,경기,남양주시,경기 남양주시 다산동 608
686,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8
687,별내2호,경기,남양주시,경기 남양주시 별내동 846-7
688,별내역,경기,남양주시,경기 남양주시 별내동 1006-1
689,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19
690,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4
691,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1
692,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1
693,창현,경기,남양주시,경기 남양주시 화도읍 창현리 731-3
694,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14
695,평내,경기,남양주시,경기 남양주시 평내동 582-5
696,호평,경기,남양주시,경기 남양주시 호평동 656-1
697,생연,경기,동두천시,경기 동두천시 생연동 689-28
698,송내(동두천),경기,동두천시,경기 동두천시 지행동 694 예일 복합타워 114호
699,괴안,경기,부천시 소사구,경기 부천시 소사구 괴안동 39-2
700,송내(부천),경기,부천시 소사구,경기 부천시 소사구 송내1동 366-13
701,심곡1호,경기,부천시 소사구,경기 부천시 소사구 심곡본동 678-17
702,고강1호,경기,부천시 오정구,경기 부천시 오정구 고강1동 305-4
703,원종도당,경기,부천시 오정구,경기 부천시 오정구 원종1동 281-15
704,복사골,경기,부천시 원미구,경기 부천시 원미구 중동 716-4
705,상동1호,경기,부천시 원미구,경기 부천시 원미구 상2동 546-6 110호
706,상동역,경기,부천시 원미구,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호
707,송내로데오,경기,부천시 원미구,경기 부천시 원미구 상동 400-2
708,신중동,경기,부천시 원미구,경기 부천시 원미구 중동 1147-1
709,역곡2동,경기,부천시 원미구,경기 부천시 원미구 역곡동 48-5
710,중동2호,경기,부천시 원미구,경기 부천시 원미구 중4동 1033-3
711,중동꿈마을,경기,부천시 원미구,경기 부천시 원미구 심곡동 93-1
712,동판교,경기,성남시 분당구,경기 성남시 분당구 삼평동 664
713,무지개마을,경기,성남시 분당구,경기 성남시 분당구 구미동 212-2
714,미금,경기,성남시 분당구,경기 성남시 분당구 구미동 50-2
715,분당효자,경기,성남시 분당구,경기 성남시 분당구 서현동 333-1
716,서판교,경기,성남시 분당구,경기 성남시 분당구 판교동 612-3
717,서현,경기,성남시 분당구,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가"
718,수내1호,경기,성남시 분당구,경기 성남시 분당구 수내동 32 양지마을청구아파트
719,아름마을,경기,성남시 분당구,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호"
720,야탑1호,경기,성남시 분당구,경기 성남시 분당구 야탑동 272-4
721,야탑역,경기,성남시 분당구,경기 성남시 분당구 야탑동 376-13
722,정자,경기,성남시 분당구,경기 성남시 분당구 정자동 17-5
723,고등,경기,성남시 수정구,경기 성남시 수정구 고등동 595-11
724,성남위례,경기,성남시 수정구,경기 성남시 수정구 창곡동 547-8
725,수진1호,경기,성남시 수정구,경기 성남시 수정구 수진동 88번지 102호
726,신흥1호,경기,성남시 수정구,경기 성남시 수정구 신흥동 34
727,태평1동,경기,성남시 수정구,경기 성남시 수정구 태평동 6147-2
728,금광1호,경기,성남시 중원구,경기 성남시 중원구 금광동 2706
729,모란역,경기,성남시 중원구,경기 성남시 중원구 성남동 3249
730,은행1호(성남),경기,성남시 중원구,경기 성남시 중원구 은행동 663-3
731,곡반정,경기,수원시 권선구,경기 수원시 권선구 곡반정동 584-4
732,권선1호,경기,수원시 권선구,경기 수원시 권선구 권선동 1260-5
733,금곡1호,경기,수원시 권선구,경기 수원시 권선구 금곡동 1088-1
734,매교,경기,수원시 권선구,경기 수원시 권선구 세류동 97-5
735,오목고색,경기,수원시 권선구,경기 수원시 권선구 오목천동 314-20
736,탑동(수원),경기,수원시 권선구,경기 수원시 권선구 서둔동 240-5
737,호매실,경기,수원시 권선구,경기 수원시 권선구 금곡동 1137-3
738,광교1호,경기,수원시 영통구,경기 수원시 영통구 이의동 1332 CB 4~5호
739,매탄1호,경기,수원시 영통구,경기 수원시 영통구 매탄동 1170-4
740,매탄2호,경기,수원시 영통구,경기 수원시 영통구 매탄2동 199-69
741,매탄3호,경기,수원시 영통구,경기 수원시 영통구 매탄4동 208-21
